Dataset Name,Algorithm Name,Cross Validation [1 - 10],Hyper-Parameters Values,Accuracy,TPR,FPR, Precision,AUC,PR-Curve,Training Time,Inference Time
musk-1, XGBoost, 8, n_trees: 15 | M: 2 | , 0.87, 0.70, 0.00, 1.00, 0.85, 0.83, 2.82, 0.00
musk-1, BROOF, 9, n_trees: 10 | M: 10 | , 0.74, 0.65, 0.19, 0.72, 0.73, 0.62, 8.88, 0.22
musk-1, XGBoost, 9, n_trees: 10 | M: 10 | , 0.79, 0.70, 0.15, 0.78, 0.78, 0.67, 2.81, 0.02
musk-1, BROOF, 10, n_trees: 20 | M: 10 | , 0.87, 1.00, 0.22, 0.77, 0.89, 0.77, 9.25, 0.40
musk-1, XGBoost, 10, n_trees: 20 | M: 10 | , 0.87, 1.00, 0.22, 0.77, 0.89, 0.77, 2.82, 0.04
newton_hema, BROOF, 1, n_trees: 10 | M: 15 | , 0.50, 1.00, 1.00, 0.50, 0.50, 0.50, 5.03, 0.91
newton_hema, XGBoost, 1, n_trees: 10 | M: 15 | , 0.50, 0.57, 0.57, 0.50, 0.50, 0.50, 0.58, 0.00
newton_hema, BROOF, 2, n_trees: 10 | M: 15 | , 0.57, 0.14, 0.00, 1.00, 0.57, 0.57, 4.97, 1.33
newton_hema, XGBoost, 2, n_trees: 10 | M: 15 | , 0.64, 0.29, 0.00, 1.00, 0.64, 0.64, 0.56, 0.00
newton_hema, BROOF, 3, n_trees: 5 | M: 10 | , 0.36, 0.00, 0.29, 0.00, 0.36, 0.50, 5.96, 0.76
newton_hema, XGBoost, 3, n_trees: 5 | M: 10 | , 0.64, 0.71, 0.43, 0.62, 0.64, 0.59, 0.58, 0.00
newton_hema, BROOF, 4, n_trees: 5 | M: 5 | , 0.57, 0.14, 0.00, 1.00, 0.57, 0.57, 6.34, 0.73
newton_hema, XGBoost, 4, n_trees: 5 | M: 5 | , 0.57, 0.71, 0.57, 0.56, 0.57, 0.54, 0.56, 0.00
newton_hema, BROOF, 5, n_trees: 5 | M: 15 | , 0.43, 0.14, 0.29, 0.33, 0.43, 0.48, 6.11, 0.74
newton_hema, XGBoost, 5, n_trees: 5 | M: 15 | , 0.14, 0.00, 0.71, 0.00, 0.14, 0.50, 0.56, 0.00
newton_hema, BROOF, 6, n_trees: 20 | M: 2 | , 0.71, 0.43, 0.00, 1.00, 0.71, 0.71, 6.09, 0.00
newton_hema, XGBoost, 6, n_trees: 20 | M: 2 | , 0.64, 0.57, 0.29, 0.67, 0.64, 0.60, 0.57, 0.00
newton_hema, BROOF, 7, n_trees: 20 | M: 15 | , 0.93, 0.86, 0.00, 1.00, 0.93, 0.93, 6.92, 1.49
newton_hema, XGBoost, 7, n_trees: 20 | M: 15 | , 0.71, 0.86, 0.43, 0.67, 0.71, 0.64, 0.58, 0.14
newton_hema, BROOF, 8, n_trees: 20 | M: 10 | , 0.57, 1.00, 0.86, 0.54, 0.57, 0.54, 6.83, 0.75
newton_hema, XGBoost, 8, n_trees: 20 | M: 10 | , 0.57, 1.00, 0.86, 0.54, 0.57, 0.54, 0.57, 0.00
newton_hema, BROOF, 9, n_trees: 5 | M: 2 | , 0.43, 0.71, 0.86, 0.45, 0.43, 0.47, 4.99, 0.16
newton_hema, XGBoost, 9, n_trees: 5 | M: 2 | , 0.57, 0.57, 0.43, 0.57, 0.57, 0.54, 0.56, 0.00
newton_hema, BROOF, 10, n_trees: 5 | M: 2 | , 0.43, 0.86, 1.00, 0.46, 0.43, 0.47, 5.90, 0.00
newton_hema, XGBoost, 10, n_trees: 5 | M: 2 | , 0.43, 0.86, 1.00, 0.46, 0.43, 0.47, 0.55, 0.00
no2, BROOF, 1, n_trees: 20 | M: 5 | , 0.68, 0.64, 0.28, 0.70, 0.68, 0.63, 8.32, 0.20
no2, XGBoost, 1, n_trees: 20 | M: 5 | , 0.66, 0.64, 0.32, 0.67, 0.66, 0.61, 0.84, 0.00
no2, BROOF, 2, n_trees: 5 | M: 5 | , 0.72, 0.76, 0.32, 0.70, 0.72, 0.65, 7.39, 0.00
no2, XGBoost, 2, n_trees: 5 | M: 5 | , 0.62, 0.48, 0.24, 0.67, 0.62, 0.58, 0.85, 0.16
no2, BROOF, 3, n_trees: 5 | M: 5 | , 0.70, 0.72, 0.32, 0.69, 0.70, 0.64, 7.91, 0.04
no2, XGBoost, 3, n_trees: 5 | M: 5 | , 0.60, 0.52, 0.32, 0.62, 0.60, 0.56, 0.85, 0.04
no2, BROOF, 4, n_trees: 20 | M: 10 | , 0.80, 0.76, 0.16, 0.83, 0.80, 0.75, 7.77, 0.20
no2, XGBoost, 4, n_trees: 20 | M: 10 | , 0.70, 0.72, 0.32, 0.69, 0.70, 0.64, 0.83, 0.00
no2, BROOF, 5, n_trees: 5 | M: 15 | , 0.60, 0.60, 0.40, 0.60, 0.60, 0.56, 7.56, 0.21
no2, XGBoost, 5, n_trees: 5 | M: 15 | , 0.62, 0.56, 0.32, 0.64, 0.62, 0.58, 0.83, 0.04
no2, BROOF, 6, n_trees: 10 | M: 10 | , 0.74, 0.88, 0.40, 0.69, 0.74, 0.67, 7.34, 0.20
no2, XGBoost, 6, n_trees: 10 | M: 10 | , 0.68, 0.76, 0.40, 0.66, 0.68, 0.62, 0.85, 0.00
no2, BROOF, 7, n_trees: 15 | M: 10 | , 0.74, 0.76, 0.28, 0.73, 0.74, 0.68, 8.00, 0.21
no2, XGBoost, 7, n_trees: 15 | M: 10 | , 0.72, 0.76, 0.32, 0.70, 0.72, 0.65, 0.83, 0.00
no2, BROOF, 8, n_trees: 10 | M: 15 | , 0.64, 0.84, 0.56, 0.60, 0.64, 0.58, 7.52, 0.20
no2, XGBoost, 8, n_trees: 10 | M: 15 | , 0.62, 0.80, 0.56, 0.59, 0.62, 0.57, 0.83, 0.16
no2, BROOF, 9, n_trees: 20 | M: 10 | , 0.60, 0.64, 0.44, 0.59, 0.60, 0.56, 7.27, 0.37
no2, XGBoost, 9, n_trees: 20 | M: 10 | , 0.62, 0.68, 0.44, 0.61, 0.62, 0.57, 0.83, 0.00
no2, BROOF, 10, n_trees: 5 | M: 5 | , 0.56, 0.58, 0.46, 0.58, 0.56, 0.55, 6.17, 0.16
no2, XGBoost, 10, n_trees: 5 | M: 5 | , 0.62, 0.65, 0.42, 0.63, 0.62, 0.59, 0.84, 0.00
oocytes_merluccius_nucleus_4d, BROOF, 1, n_trees: 20 | M: 10 | , 0.85, 0.90, 0.24, 0.89, 0.83, 0.86, 11.01, 0.20
oocytes_merluccius_nucleus_4d, XGBoost, 1, n_trees: 20 | M: 10 | , 0.84, 0.90, 0.26, 0.87, 0.82, 0.85, 3.02, 0.00
oocytes_merluccius_nucleus_4d, BROOF, 2, n_trees: 20 | M: 15 | , 0.87, 0.96, 0.29, 0.87, 0.83, 0.86, 12.78, 0.20
oocytes_merluccius_nucleus_4d, XGBoost, 2, n_trees: 20 | M: 15 | , 0.80, 0.86, 0.32, 0.84, 0.77, 0.82, 3.07, 0.00
oocytes_merluccius_nucleus_4d, BROOF, 3, n_trees: 10 | M: 2 | , 0.75, 0.91, 0.58, 0.77, 0.67, 0.76, 10.67, 0.00
oocytes_merluccius_nucleus_4d, XGBoost, 3, n_trees: 10 | M: 2 | , 0.79, 0.87, 0.36, 0.83, 0.75, 0.81, 3.03, 0.00
oocytes_merluccius_nucleus_4d, BROOF, 4, n_trees: 15 | M: 10 | , 0.79, 0.91, 0.45, 0.81, 0.73, 0.80, 11.84, 0.12
oocytes_merluccius_nucleus_4d, XGBoost, 4, n_trees: 15 | M: 10 | , 0.80, 0.90, 0.39, 0.83, 0.75, 0.81, 3.15, 0.08
oocytes_merluccius_nucleus_4d, BROOF, 5, n_trees: 10 | M: 10 | , 0.78, 0.88, 0.42, 0.81, 0.73, 0.80, 11.13, 0.10
oocytes_merluccius_nucleus_4d, XGBoost, 5, n_trees: 10 | M: 10 | , 0.83, 0.94, 0.39, 0.83, 0.77, 0.82, 3.13, 0.00
oocytes_merluccius_nucleus_4d, BROOF, 6, n_trees: 15 | M: 10 | , 0.78, 0.94, 0.53, 0.78, 0.71, 0.77, 8.01, 0.10
oocytes_merluccius_nucleus_4d, XGBoost, 6, n_trees: 15 | M: 10 | , 0.84, 0.93, 0.32, 0.85, 0.80, 0.84, 3.07, 0.00
oocytes_merluccius_nucleus_4d, BROOF, 7, n_trees: 15 | M: 15 | , 0.79, 0.87, 0.35, 0.83, 0.76, 0.81, 12.39, 0.20
oocytes_merluccius_nucleus_4d, XGBoost, 7, n_trees: 15 | M: 15 | , 0.81, 0.88, 0.32, 0.85, 0.78, 0.82, 3.08, 0.00
oocytes_merluccius_nucleus_4d, BROOF, 8, n_trees: 10 | M: 15 | , 0.82, 0.94, 0.41, 0.82, 0.76, 0.81, 11.59, 0.10
oocytes_merluccius_nucleus_4d, XGBoost, 8, n_trees: 10 | M: 15 | , 0.84, 0.94, 0.35, 0.84, 0.79, 0.83, 3.02, 0.00
oocytes_merluccius_nucleus_4d, BROOF, 9, n_trees: 15 | M: 15 | , 0.74, 0.84, 0.47, 0.78, 0.68, 0.76, 11.52, 0.20
oocytes_merluccius_nucleus_4d, XGBoost, 9, n_trees: 15 | M: 15 | , 0.74, 0.79, 0.38, 0.81, 0.71, 0.78, 2.99, 0.00
oocytes_merluccius_nucleus_4d, BROOF, 10, n_trees: 15 | M: 10 | , 0.80, 0.88, 0.35, 0.83, 0.76, 0.81, 13.20, 0.12
oocytes_merluccius_nucleus_4d, XGBoost, 10, n_trees: 15 | M: 10 | , 0.82, 0.90, 0.32, 0.85, 0.79, 0.83, 3.03, 0.00
oocytes_merluccius_states_2f, BROOF, 1, n_trees: 20 | M: 2 | , 0.93, 0.96, 0.04, 0.93, 0.99, 1.00, 9.15, 0.00
oocytes_merluccius_states_2f, XGBoost, 1, n_trees: 20 | M: 2 | , 0.95, 0.96, 0.03, 0.95, 0.99, 1.00, 3.14, 0.00
oocytes_merluccius_states_2f, BROOF, 2, n_trees: 20 | M: 2 | , 0.95, 0.86, 0.05, 0.97, 1.00, 1.00, 10.56, 0.00
oocytes_merluccius_states_2f, XGBoost, 2, n_trees: 20 | M: 2 | , 0.96, 0.92, 0.03, 0.97, 1.00, 1.00, 3.14, 0.00
oocytes_merluccius_states_2f, BROOF, 3, n_trees: 5 | M: 5 | , 0.93, 0.92, 0.04, 0.89, 0.99, 1.00, 9.26, 0.00
oocytes_merluccius_states_2f, XGBoost, 3, n_trees: 5 | M: 5 | , 0.93, 0.94, 0.05, 0.90, 0.99, 1.00, 3.14, 0.00
oocytes_merluccius_states_2f, BROOF, 4, n_trees: 10 | M: 10 | , 0.90, 0.85, 0.09, 0.92, 0.96, 1.00, 11.00, 0.10
oocytes_merluccius_states_2f, XGBoost, 4, n_trees: 10 | M: 10 | , 0.87, 0.82, 0.11, 0.90, 0.97, 1.00, 3.04, 0.00
oocytes_merluccius_states_2f, BROOF, 5, n_trees: 15 | M: 15 | , 0.88, 0.83, 0.07, 0.89, 0.98, 1.00, 10.11, 0.20
oocytes_merluccius_states_2f, XGBoost, 5, n_trees: 15 | M: 15 | , 0.94, 0.91, 0.04, 0.94, 0.99, 1.00, 3.10, 0.00
oocytes_merluccius_states_2f, BROOF, 6, n_trees: 15 | M: 5 | , 0.91, 0.87, 0.08, 0.93, 0.98, 1.00, 10.12, 0.08
oocytes_merluccius_states_2f, XGBoost, 6, n_trees: 15 | M: 5 | , 0.92, 0.92, 0.06, 0.90, 0.98, 1.00, 3.07, 0.08
oocytes_merluccius_states_2f, BROOF, 7, n_trees: 15 | M: 5 | , 0.91, 0.90, 0.08, 0.94, 0.98, 1.00, 11.73, 0.08
oocytes_merluccius_states_2f, XGBoost, 7, n_trees: 15 | M: 5 | , 0.91, 0.90, 0.08, 0.94, 0.98, 1.00, 3.29, 0.00
oocytes_merluccius_states_2f, BROOF, 8, n_trees: 20 | M: 2 | , 0.88, 0.92, 0.07, 0.80, 0.97, 1.00, 8.85, 0.02
oocytes_merluccius_states_2f, XGBoost, 8, n_trees: 20 | M: 2 | , 0.88, 0.90, 0.08, 0.85, 0.97, 1.00, 3.04, 0.00
oocytes_merluccius_states_2f, BROOF, 9, n_trees: 15 | M: 2 | , 0.94, 0.89, 0.06, 0.92, 0.98, 1.00, 11.60, 0.00
oocytes_merluccius_states_2f, XGBoost, 9, n_trees: 15 | M: 2 | , 0.92, 0.88, 0.06, 0.85, 0.99, 1.00, 3.09, 0.00
oocytes_merluccius_states_2f, BROOF, 10, n_trees: 20 | M: 2 | , 0.91, 0.92, 0.06, 0.86, 0.99, 1.00, 10.23, 0.02
oocytes_merluccius_states_2f, XGBoost, 10, n_trees: 20 | M: 2 | , 0.93, 0.93, 0.05, 0.91, 0.98, 1.00, 3.08, 0.02
oocytes_trisopterus_nucleus_2f, BROOF, 1, n_trees: 20 | M: 10 | , 0.78, 0.87, 0.33, 0.78, 0.77, 0.75, 8.24, 0.13
oocytes_trisopterus_nucleus_2f, XGBoost, 1, n_trees: 20 | M: 10 | , 0.70, 0.79, 0.44, 0.71, 0.68, 0.68, 1.81, 0.02
oocytes_trisopterus_nucleus_2f, BROOF, 2, n_trees: 15 | M: 5 | , 0.71, 0.70, 0.28, 0.77, 0.71, 0.71, 10.08, 0.11
oocytes_trisopterus_nucleus_2f, XGBoost, 2, n_trees: 15 | M: 5 | , 0.74, 0.72, 0.23, 0.81, 0.74, 0.74, 1.84, 0.00
oocytes_trisopterus_nucleus_2f, BROOF, 3, n_trees: 20 | M: 5 | , 0.81, 0.89, 0.29, 0.81, 0.80, 0.78, 10.80, 0.09
oocytes_trisopterus_nucleus_2f, XGBoost, 3, n_trees: 20 | M: 5 | , 0.79, 0.83, 0.26, 0.81, 0.78, 0.78, 1.87, 0.09
oocytes_trisopterus_nucleus_2f, BROOF, 4, n_trees: 5 | M: 10 | , 0.77, 0.91, 0.42, 0.75, 0.74, 0.73, 9.77, 0.09
oocytes_trisopterus_nucleus_2f, XGBoost, 4, n_trees: 5 | M: 10 | , 0.74, 0.87, 0.45, 0.73, 0.71, 0.71, 1.82, 0.00
oocytes_trisopterus_nucleus_2f, BROOF, 5, n_trees: 15 | M: 10 | , 0.74, 0.62, 0.11, 0.89, 0.76, 0.78, 8.68, 0.22
oocytes_trisopterus_nucleus_2f, XGBoost, 5, n_trees: 15 | M: 10 | , 0.78, 0.72, 0.13, 0.88, 0.79, 0.80, 1.84, 0.02
oocytes_trisopterus_nucleus_2f, BROOF, 6, n_trees: 10 | M: 10 | , 0.73, 0.72, 0.26, 0.79, 0.73, 0.73, 11.26, 0.11
oocytes_trisopterus_nucleus_2f, XGBoost, 6, n_trees: 10 | M: 10 | , 0.71, 0.66, 0.21, 0.81, 0.72, 0.74, 1.79, 0.01
oocytes_trisopterus_nucleus_2f, BROOF, 7, n_trees: 10 | M: 10 | , 0.67, 0.66, 0.32, 0.74, 0.67, 0.69, 12.03, 0.11
oocytes_trisopterus_nucleus_2f, XGBoost, 7, n_trees: 10 | M: 10 | , 0.74, 0.68, 0.18, 0.84, 0.75, 0.76, 1.83, 0.00
oocytes_trisopterus_nucleus_2f, BROOF, 8, n_trees: 20 | M: 2 | , 0.53, 0.71, 0.72, 0.57, 0.50, 0.57, 10.00, 0.00
oocytes_trisopterus_nucleus_2f, XGBoost, 8, n_trees: 20 | M: 2 | , 0.54, 0.65, 0.62, 0.59, 0.52, 0.58, 1.78, 0.00
oocytes_trisopterus_nucleus_2f, BROOF, 9, n_trees: 15 | M: 15 | , 0.79, 0.98, 0.46, 0.74, 0.76, 0.74, 8.75, 0.22
oocytes_trisopterus_nucleus_2f, XGBoost, 9, n_trees: 15 | M: 15 | , 0.79, 1.00, 0.49, 0.73, 0.76, 0.73, 1.84, 0.00
oocytes_trisopterus_nucleus_2f, BROOF, 10, n_trees: 15 | M: 10 | , 0.62, 1.00, 0.90, 0.60, 0.55, 0.60, 11.77, 0.11
oocytes_trisopterus_nucleus_2f, XGBoost, 10, n_trees: 15 | M: 10 | , 0.60, 1.00, 0.92, 0.59, 0.54, 0.59, 1.86, 0.00
oocytes_trisopterus_states_5b, BROOF, 1, n_trees: 5 | M: 2 | , 0.93, 0.95, 0.04, 0.95, 0.99, 1.00, 9.42, 0.00
oocytes_trisopterus_states_5b, XGBoost, 1, n_trees: 5 | M: 2 | , 0.83, 0.90, 0.10, 0.90, 1.00, 1.00, 3.52, 0.02
oocytes_trisopterus_states_5b, BROOF, 2, n_trees: 5 | M: 2 | , 0.89, 0.92, 0.07, 0.92, 0.94, 1.00, 8.35, 0.09
oocytes_trisopterus_states_5b, XGBoost, 2, n_trees: 5 | M: 2 | , 0.96, 0.97, 0.03, 0.97, 0.98, 1.00, 3.55, 0.00
oocytes_trisopterus_states_5b, BROOF, 3, n_trees: 5 | M: 10 | , 0.89, 0.92, 0.08, 0.83, 0.95, 1.00, 9.34, 0.00
oocytes_trisopterus_states_5b, XGBoost, 3, n_trees: 5 | M: 10 | , 0.86, 0.89, 0.11, 0.92, 0.98, 1.00, 3.49, 0.00
oocytes_trisopterus_states_5b, BROOF, 4, n_trees: 15 | M: 5 | , 0.82, 0.56, 0.12, 0.88, 0.87, 1.00, 10.22, 0.11
oocytes_trisopterus_states_5b, XGBoost, 4, n_trees: 15 | M: 5 | , 0.87, 0.58, 0.09, 0.91, 0.84, 1.00, 3.47, 0.00
oocytes_trisopterus_states_5b, BROOF, 5, n_trees: 20 | M: 15 | , 0.81, 0.53, 0.14, 0.90, 0.88, 1.00, 10.62, 0.31
oocytes_trisopterus_states_5b, XGBoost, 5, n_trees: 20 | M: 15 | , 0.84, 0.54, 0.12, 0.59, 0.95, 1.00, 3.43, 0.00
oocytes_trisopterus_states_5b, BROOF, 6, n_trees: 10 | M: 5 | , 0.92, 0.94, 0.06, 0.96, 0.96, 1.00, 11.56, 0.11
oocytes_trisopterus_states_5b, XGBoost, 6, n_trees: 10 | M: 5 | , 0.96, 0.97, 0.03, 0.97, 0.98, 1.00, 3.56, 0.00
oocytes_trisopterus_states_5b, BROOF, 7, n_trees: 5 | M: 10 | , 0.89, 0.92, 0.08, 0.93, 0.93, 1.00, 9.30, 0.11
oocytes_trisopterus_states_5b, XGBoost, 7, n_trees: 5 | M: 10 | , 0.89, 0.92, 0.08, 0.93, 0.96, 1.00, 3.53, 0.00
oocytes_trisopterus_states_5b, BROOF, 8, n_trees: 5 | M: 5 | , 0.87, 0.89, 0.10, 0.93, 0.94, 1.00, 9.32, 0.00
oocytes_trisopterus_states_5b, XGBoost, 8, n_trees: 5 | M: 5 | , 0.89, 0.92, 0.08, 0.93, 0.95, 1.00, 3.50, 0.00
oocytes_trisopterus_states_5b, BROOF, 9, n_trees: 5 | M: 15 | , 0.92, 0.94, 0.05, 0.79, 1.00, 1.00, 10.50, 0.11
oocytes_trisopterus_states_5b, XGBoost, 9, n_trees: 5 | M: 15 | , 0.92, 0.95, 0.05, 0.94, 0.99, 1.00, 3.56, 0.00
oocytes_trisopterus_states_5b, BROOF, 10, n_trees: 10 | M: 15 | , 0.59, 0.76, 0.23, 0.84, 0.99, 1.00, 10.84, 0.23
oocytes_trisopterus_states_5b, XGBoost, 10, n_trees: 10 | M: 15 | , 0.73, 0.84, 0.16, 0.86, 0.97, 1.00, 3.60, 0.00
ozone, BROOF, 1, n_trees: 15 | M: 10 | , 0.97, 0.00, 0.00, 0.00, 0.50, 0.03, 15.58, 0.07
ozone, XGBoost, 1, n_trees: 15 | M: 10 | , 0.96, 0.29, 0.02, 0.25, 0.63, 0.09, 4.02, 0.00
ozone, BROOF, 2, n_trees: 15 | M: 10 | , 0.97, 0.00, 0.00, 1.00, 0.50, 0.03, 17.04, 0.05
ozone, XGBoost, 2, n_trees: 15 | M: 10 | , 0.97, 0.00, 0.00, 1.00, 0.50, 0.03, 4.05, 0.01
ozone, BROOF, 3, n_trees: 15 | M: 15 | , 0.97, 0.00, 0.00, 1.00, 0.50, 0.03, 17.15, 0.08
ozone, XGBoost, 3, n_trees: 15 | M: 15 | , 0.96, 0.00, 0.01, 0.00, 0.49, 0.03, 3.99, 0.01
ozone, BROOF, 4, n_trees: 10 | M: 10 | , 0.94, 0.00, 0.03, 0.00, 0.49, 0.03, 17.84, 0.04
ozone, XGBoost, 4, n_trees: 10 | M: 10 | , 0.94, 0.00, 0.02, 0.00, 0.49, 0.03, 3.96, 0.00
ozone, BROOF, 5, n_trees: 15 | M: 15 | , 0.97, 0.00, 0.00, 1.00, 0.50, 0.03, 17.57, 0.09
ozone, XGBoost, 5, n_trees: 15 | M: 15 | , 0.97, 0.12, 0.00, 1.00, 0.56, 0.15, 4.03, 0.00
ozone, BROOF, 6, n_trees: 15 | M: 15 | , 0.97, 0.00, 0.00, 1.00, 0.50, 0.03, 17.02, 0.08
ozone, XGBoost, 6, n_trees: 15 | M: 15 | , 0.97, 0.12, 0.00, 1.00, 0.56, 0.15, 4.08, 0.00
ozone, BROOF, 7, n_trees: 20 | M: 10 | , 0.97, 0.00, 0.00, 0.00, 0.50, 0.03, 19.05, 0.07
ozone, XGBoost, 7, n_trees: 20 | M: 10 | , 0.94, 0.14, 0.04, 0.10, 0.55, 0.04, 4.11, 0.00
ozone, BROOF, 8, n_trees: 5 | M: 5 | , 0.97, 0.00, 0.00, 0.00, 0.50, 0.03, 16.39, 0.00
ozone, XGBoost, 8, n_trees: 5 | M: 5 | , 0.97, 0.00, 0.00, 0.00, 0.50, 0.03, 4.10, 0.00
ozone, BROOF, 9, n_trees: 10 | M: 15 | , 0.97, 0.00, 0.00, 1.00, 0.50, 0.03, 18.56, 0.04
ozone, XGBoost, 9, n_trees: 10 | M: 15 | , 0.97, 0.14, 0.01, 0.33, 0.57, 0.07, 3.95, 0.00
ozone, BROOF, 10, n_trees: 15 | M: 5 | , 0.97, 0.00, 0.00, 1.00, 0.50, 0.03, 16.70, 0.04
ozone, XGBoost, 10, n_trees: 15 | M: 5 | , 0.98, 0.29, 0.00, 0.67, 0.64, 0.21, 4.15, 0.03
parkinsons, BROOF, 1, n_trees: 20 | M: 10 | , 0.90, 0.87, 0.00, 1.00, 0.93, 0.97, 5.79, 0.51
parkinsons, XGBoost, 1, n_trees: 20 | M: 10 | , 0.85, 0.93, 0.40, 0.88, 0.77, 0.87, 0.55, 0.10
parkinsons, BROOF, 2, n_trees: 20 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.95, 0.51
parkinsons, XGBoost, 2, n_trees: 20 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.55, 0.00
parkinsons, BROOF, 3, n_trees: 10 | M: 5 | , 0.90, 0.93, 0.20, 0.93, 0.87, 0.92, 6.93, 0.00
parkinsons, XGBoost, 3, n_trees: 10 | M: 5 | , 0.85, 0.93, 0.40, 0.88, 0.77, 0.87, 0.51, 0.00
parkinsons, BROOF, 4, n_trees: 10 | M: 15 | , 0.90, 1.00, 0.40, 0.88, 0.80, 0.88, 6.65, 0.51
parkinsons, XGBoost, 4, n_trees: 10 | M: 15 | , 0.80, 0.93, 0.60, 0.82, 0.67, 0.82, 0.54, 0.00
parkinsons, BROOF, 5, n_trees: 20 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.17, 0.71
parkinsons, XGBoost, 5, n_trees: 20 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.54, 0.00
parkinsons, BROOF, 6, n_trees: 15 | M: 5 | , 0.79, 0.80, 0.25, 0.92, 0.78, 0.90, 5.58, 0.54
parkinsons, XGBoost, 6, n_trees: 15 | M: 5 | , 0.84, 0.87, 0.25, 0.93, 0.81, 0.91, 0.51, 0.00
parkinsons, BROOF, 7, n_trees: 15 | M: 2 | , 0.84, 0.93, 0.50, 0.88, 0.72, 0.87, 5.53, 0.43
parkinsons, XGBoost, 7, n_trees: 15 | M: 2 | , 0.89, 0.93, 0.25, 0.93, 0.84, 0.92, 0.53, 0.00
parkinsons, BROOF, 8, n_trees: 20 | M: 10 | , 0.63, 0.86, 1.00, 0.71, 0.43, 0.71, 5.57, 0.54
parkinsons, XGBoost, 8, n_trees: 20 | M: 10 | , 0.74, 0.93, 0.80, 0.76, 0.56, 0.76, 0.52, 0.00
parkinsons, BROOF, 9, n_trees: 20 | M: 10 | , 0.79, 1.00, 0.80, 0.78, 0.60, 0.78, 7.09, 0.54
parkinsons, XGBoost, 9, n_trees: 20 | M: 10 | , 0.89, 0.93, 0.20, 0.93, 0.86, 0.91, 0.54, 0.00
parkinsons, BROOF, 10, n_trees: 15 | M: 2 | , 0.79, 1.00, 0.80, 0.78, 0.60, 0.78, 5.67, 0.11
parkinsons, XGBoost, 10, n_trees: 15 | M: 2 | , 0.74, 1.00, 1.00, 0.74, 0.50, 0.74, 0.51, 0.00
pima, BROOF, 1, n_trees: 10 | M: 10 | , 0.68, 0.56, 0.26, 0.54, 0.65, 0.45, 7.69, 0.03
pima, XGBoost, 1, n_trees: 10 | M: 10 | , 0.69, 0.63, 0.28, 0.55, 0.67, 0.48, 1.02, 0.00
pima, BROOF, 2, n_trees: 5 | M: 15 | , 0.77, 0.56, 0.12, 0.71, 0.72, 0.55, 7.75, 0.13
pima, XGBoost, 2, n_trees: 5 | M: 15 | , 0.75, 0.52, 0.12, 0.70, 0.70, 0.53, 0.99, 0.20
pima, BROOF, 3, n_trees: 15 | M: 10 | , 0.79, 0.63, 0.12, 0.74, 0.75, 0.60, 7.45, 0.24
pima, XGBoost, 3, n_trees: 15 | M: 10 | , 0.75, 0.67, 0.20, 0.64, 0.73, 0.55, 0.99, 0.00
pima, BROOF, 4, n_trees: 15 | M: 15 | , 0.68, 0.56, 0.26, 0.54, 0.65, 0.45, 8.37, 0.27
pima, XGBoost, 4, n_trees: 15 | M: 15 | , 0.69, 0.59, 0.26, 0.55, 0.67, 0.47, 1.01, 0.00
pima, BROOF, 5, n_trees: 10 | M: 10 | , 0.70, 0.33, 0.10, 0.64, 0.62, 0.45, 7.79, 0.13
pima, XGBoost, 5, n_trees: 10 | M: 10 | , 0.68, 0.30, 0.12, 0.57, 0.59, 0.42, 0.99, 0.00
pima, BROOF, 6, n_trees: 20 | M: 10 | , 0.79, 0.63, 0.12, 0.74, 0.75, 0.60, 8.56, 0.27
pima, XGBoost, 6, n_trees: 20 | M: 10 | , 0.70, 0.56, 0.22, 0.58, 0.67, 0.48, 1.01, 0.00
pima, BROOF, 7, n_trees: 5 | M: 15 | , 0.81, 0.59, 0.08, 0.80, 0.76, 0.62, 7.90, 0.13
pima, XGBoost, 7, n_trees: 5 | M: 15 | , 0.79, 0.67, 0.14, 0.72, 0.76, 0.60, 1.01, 0.00
pima, BROOF, 8, n_trees: 20 | M: 10 | , 0.86, 0.74, 0.08, 0.83, 0.83, 0.71, 8.22, 0.13
pima, XGBoost, 8, n_trees: 20 | M: 10 | , 0.79, 0.67, 0.14, 0.72, 0.76, 0.60, 1.27, 0.00
pima, BROOF, 9, n_trees: 20 | M: 10 | , 0.72, 0.50, 0.16, 0.62, 0.67, 0.48, 9.47, 0.16
pima, XGBoost, 9, n_trees: 20 | M: 10 | , 0.72, 0.50, 0.16, 0.62, 0.67, 0.48, 1.03, 0.00
pima, BROOF, 10, n_trees: 20 | M: 5 | , 0.80, 0.69, 0.14, 0.72, 0.78, 0.60, 7.08, 0.13
pima, XGBoost, 10, n_trees: 20 | M: 5 | , 0.78, 0.62, 0.14, 0.70, 0.74, 0.56, 1.03, 0.00
pittsburg-bridges-MATERIAL, BROOF, 1, n_trees: 10 | M: 10 | , 0.55, 0.38, 0.17, 0.44, 0.76, 1.00, 6.56, 0.74
